index,Duration,Total stops,Price,Average Price Per Airlines,Source_NRT,Source_TPE,Destination_NRT,Destination_TPE
232,220,0.0,345.0,408.04664179104475,0,0,0,1
233,380,1.0,315.0,361.3519553072626,0,0,0,1
243,205,0.0,290.0,395.2901069518717,0,0,0,1
244,220,0.0,277.0,395.2901069518717,0,0,0,1
245,205,0.0,345.0,408.04664179104475,0,0,0,1
246,220,0.0,345.0,408.04664179104475,0,0,0,1
247,215,0.0,438.0,505.3943396226415,0,0,0,1
249,380,1.0,405.0,361.3519553072626,0,0,0,1
259,220,0.0,290.0,395.2901069518717,0,0,0,1
260,205,0.0,345.0,408.04664179104475,0,0,0,1
261,205,0.0,353.0,395.2901069518717,0,0,0,1
262,220,0.0,345.0,408.04664179104475,0,0,0,1
273,220,0.0,277.0,395.2901069518717,0,0,0,1
274,205,0.0,325.0,395.2901069518717,0,0,0,1
275,215,0.0,227.0,211.75057736720555,0,0,0,1
276,205,0.0,345.0,408.04664179104475,0,0,0,1
277,220,0.0,345.0,408.04664179104475,0,0,0,1
278,215,0.0,475.0,505.3943396226415,0,0,0,1
290,220,0.0,277.0,395.2901069518717,0,0,0,1
291,220,0.0,345.0,408.04664179104475,0,0,0,1
292,205,0.0,448.0,395.2901069518717,0,0,0,1
293,215,0.0,540.0,505.3943396226415,0,0,0,1
299,380,1.0,494.0,361.3519553072626,0,0,0,1
306,220,0.0,277.0,395.2901069518717,0,0,0,1
307,205,0.0,345.0,408.04664179104475,0,0,0,1
308,220,0.0,345.0,408.04664179104475,0,0,0,1
309,205,0.0,404.0,395.2901069518717,0,0,0,1
311,380,1.0,361.0,361.3519553072626,0,0,0,1
322,220,0.0,277.0,395.2901069518717,0,0,0,1
323,205,0.0,317.0,395.2901069518717,0,0,0,1
324,215,0.0,483.0,505.3943396226415,0,0,0,1
325,205,0.0,345.0,408.04664179104475,0,0,0,1
326,220,0.0,345.0,408.04664179104475,0,0,0,1
327,380,1.0,326.0,361.3519553072626,0,0,0,1
330,470,1.0,344.0,361.3519553072626,0,0,0,1
338,220,0.0,277.0,395.2901069518717,0,0,0,1
339,205,0.0,347.0,395.2901069518717,0,0,0,1
340,205,0.0,345.0,408.04664179104475,0,0,0,1
341,220,0.0,345.0,408.04664179104475,0,0,0,1
342,215,0.0,434.0,505.3943396226415,0,0,0,1
343,380,1.0,326.0,361.3519553072626,0,0,0,1
346,470,1.0,424.0,361.3519553072626,0,0,0,1
354,205,0.0,277.0,395.2901069518717,0,0,0,1
355,215,0.0,330.0,505.3943396226415,0,0,0,1
356,220,0.0,277.0,395.2901069518717,0,0,0,1
357,205,0.0,345.0,408.04664179104475,0,0,0,1
359,220,0.0,345.0,408.04664179104475,0,0,0,1
363,380,1.0,405.0,361.3519553072626,0,0,0,1
370,205,0.0,277.0,395.2901069518717,0,0,0,1
371,220,0.0,277.0,395.2901069518717,0,0,0,1
372,215,0.0,326.0,505.3943396226415,0,0,0,1
374,205,0.0,345.0,408.04664179104475,0,0,0,1
375,220,0.0,345.0,408.04664179104475,0,0,0,1
386,205,0.0,277.0,395.2901069518717,0,0,0,1
387,220,0.0,277.0,395.2901069518717,0,0,0,1
388,215,0.0,324.0,505.3943396226415,0,0,0,1
390,205,0.0,345.0,408.04664179104475,0,0,0,1
391,220,0.0,345.0,408.04664179104475,0,0,0,1
398,530,1.0,341.0,326.79487179487177,0,0,0,1
402,220,0.0,244.0,395.2901069518717,0,0,0,1
403,205,0.0,290.0,395.2901069518717,0,0,0,1
404,215,0.0,334.0,505.3943396226415,0,0,0,1
406,205,0.0,345.0,408.04664179104475,0,0,0,1
407,220,0.0,345.0,408.04664179104475,0,0,0,1
409,530,1.0,311.0,326.79487179487177,0,0,0,1
411,470,1.0,400.0,361.3519553072626,0,0,0,1
418,205,0.0,290.0,395.2901069518717,0,0,0,1
419,220,0.0,244.0,395.2901069518717,0,0,0,1
420,215,0.0,329.0,505.3943396226415,0,0,0,1
422,220,0.0,345.0,408.04664179104475,0,0,0,1
423,205,0.0,345.0,408.04664179104475,0,0,0,1
434,205,0.0,277.0,395.2901069518717,0,0,0,1
435,220,0.0,244.0,395.2901069518717,0,0,0,1
436,215,0.0,336.0,505.3943396226415,0,0,0,1
437,205,0.0,345.0,408.04664179104475,0,0,0,1
438,220,0.0,345.0,408.04664179104475,0,0,0,1
445,530,1.0,277.0,326.79487179487177,0,0,0,1
450,205,0.0,277.0,395.2901069518717,0,0,0,1
451,220,0.0,277.0,395.2901069518717,0,0,0,1
452,215,0.0,331.0,505.3943396226415,0,0,0,1
455,220,0.0,345.0,408.04664179104475,0,0,0,1
456,205,0.0,345.0,408.04664179104475,0,0,0,1
460,530,1.0,291.0,326.79487179487177,0,0,0,1
462,470,1.0,344.0,361.3519553072626,0,0,0,1
466,205,0.0,277.0,395.2901069518717,0,0,0,1
467,215,0.0,331.0,505.3943396226415,0,0,0,1
468,220,0.0,277.0,395.2901069518717,0,0,0,1
471,205,0.0,345.0,408.04664179104475,0,0,0,1
472,220,0.0,345.0,408.04664179104475,0,0,0,1
477,470,1.0,364.0,361.3519553072626,0,0,0,1
482,205,0.0,277.0,395.2901069518717,0,0,0,1
483,220,0.0,277.0,395.2901069518717,0,0,0,1
484,215,0.0,334.0,505.3943396226415,0,0,0,1
485,205,0.0,345.0,408.04664179104475,0,0,0,1
486,220,0.0,345.0,408.04664179104475,0,0,0,1
487,215,0.0,437.0,505.3943396226415,0,0,0,1
489,470,1.0,340.0,361.3519553072626,0,0,0,1
493,530,1.0,302.0,326.79487179487177,0,0,0,1
498,205,0.0,290.0,395.2901069518717,0,0,0,1
499,220,0.0,277.0,395.2901069518717,0,0,0,1
500,215,0.0,334.0,505.3943396226415,0,0,0,1
501,205,0.0,345.0,408.04664179104475,0,0,0,1
502,220,0.0,345.0,408.04664179104475,0,0,0,1
503,215,0.0,437.0,505.3943396226415,0,0,0,1
505,470,1.0,344.0,361.3519553072626,0,0,0,1
509,530,1.0,301.0,326.79487179487177,0,0,0,1
514,205,0.0,290.0,395.2901069518717,0,0,0,1
515,220,0.0,277.0,395.2901069518717,0,0,0,1
516,205,0.0,345.0,408.04664179104475,0,0,0,1
517,220,0.0,345.0,408.04664179104475,0,0,0,1
518,215,0.0,475.0,505.3943396226415,0,0,0,1
521,215,0.0,540.0,505.3943396226415,0,0,0,1
523,470,1.0,340.0,361.3519553072626,0,0,0,1
530,220,0.0,244.0,395.2901069518717,0,0,0,1
531,205,0.0,290.0,395.2901069518717,0,0,0,1
532,215,0.0,328.0,505.3943396226415,0,0,0,1
533,205,0.0,345.0,408.04664179104475,0,0,0,1
535,220,0.0,345.0,408.04664179104475,0,0,0,1
546,220,0.0,244.0,395.2901069518717,0,0,0,1
547,205,0.0,277.0,395.2901069518717,0,0,0,1
548,215,0.0,337.0,505.3943396226415,0,0,0,1
549,205,0.0,345.0,408.04664179104475,0,0,0,1
551,220,0.0,345.0,408.04664179104475,0,0,0,1
553,470,1.0,352.0,361.3519553072626,0,0,0,1
554,530,1.0,424.0,326.79487179487177,0,0,0,1
562,220,0.0,244.0,395.2901069518717,0,0,0,1
563,205,0.0,277.0,395.2901069518717,0,0,0,1
564,215,0.0,330.0,505.3943396226415,0,0,0,1
566,205,0.0,345.0,408.04664179104475,0,0,0,1
567,220,0.0,345.0,408.04664179104475,0,0,0,1
578,220,0.0,244.0,395.2901069518717,0,0,0,1
579,205,0.0,277.0,395.2901069518717,0,0,0,1
580,215,0.0,337.0,505.3943396226415,0,0,0,1
581,205,0.0,345.0,408.04664179104475,0,0,0,1
583,220,0.0,345.0,408.04664179104475,0,0,0,1
586,470,1.0,344.0,361.3519553072626,0,0,0,1
589,530,1.0,284.0,326.79487179487177,0,0,0,1
594,205,0.0,277.0,395.2901069518717,0,0,0,1
595,220,0.0,277.0,395.2901069518717,0,0,0,1
596,215,0.0,329.0,505.3943396226415,0,0,0,1
597,205,0.0,345.0,408.04664179104475,0,0,0,1
598,220,0.0,345.0,408.04664179104475,0,0,0,1
599,215,0.0,435.0,505.3943396226415,0,0,0,1
602,530,1.0,287.0,326.79487179487177,0,0,0,1
605,470,1.0,384.0,361.3519553072626,0,0,0,1
610,205,0.0,290.0,395.2901069518717,0,0,0,1
611,220,0.0,277.0,395.2901069518717,0,0,0,1
612,215,0.0,318.0,505.3943396226415,0,0,0,1
613,205,0.0,345.0,408.04664179104475,0,0,0,1
614,220,0.0,345.0,408.04664179104475,0,0,0,1
615,215,0.0,430.0,505.3943396226415,0,0,0,1
616,470,1.0,344.0,361.3519553072626,0,0,0,1
617,530,1.0,288.0,326.79487179487177,0,0,0,1
626,205,0.0,290.0,395.2901069518717,0,0,0,1
627,220,0.0,277.0,395.2901069518717,0,0,0,1
628,215,0.0,318.0,505.3943396226415,0,0,0,1
629,205,0.0,345.0,408.04664179104475,0,0,0,1
630,220,0.0,345.0,408.04664179104475,0,0,0,1
631,215,0.0,474.0,505.3943396226415,0,0,0,1
632,470,1.0,344.0,361.3519553072626,0,0,0,1
634,530,1.0,294.0,326.79487179487177,0,0,0,1
642,220,0.0,244.0,395.2901069518717,0,0,0,1
643,205,0.0,277.0,395.2901069518717,0,0,0,1
644,205,0.0,345.0,408.04664179104475,0,0,0,1
645,215,0.0,333.0,505.3943396226415,0,0,0,1
646,220,0.0,345.0,408.04664179104475,0,0,0,1
647,215,0.0,481.0,505.3943396226415,0,0,0,1
654,470,1.0,344.0,361.3519553072626,0,0,0,1
658,220,0.0,244.0,395.2901069518717,0,0,0,1
659,205,0.0,290.0,395.2901069518717,0,0,0,1
660,215,0.0,324.0,505.3943396226415,0,0,0,1
662,205,0.0,345.0,408.04664179104475,0,0,0,1
663,220,0.0,345.0,408.04664179104475,0,0,0,1
665,205,0.0,541.0,505.3943396226415,0,0,0,1
666,470,1.0,344.0,361.3519553072626,0,0,0,1
667,530,1.0,277.0,326.79487179487177,0,0,0,1
674,205,0.0,277.0,395.2901069518717,0,0,0,1
675,220,0.0,277.0,395.2901069518717,0,0,0,1
676,215,0.0,324.0,505.3943396226415,0,0,0,1
678,220,0.0,345.0,408.04664179104475,0,0,0,1
679,205,0.0,345.0,408.04664179104475,0,0,0,1
680,205,0.0,542.0,505.3943396226415,0,0,0,1
685,470,1.0,344.0,361.3519553072626,0,0,0,1
690,205,0.0,277.0,395.2901069518717,0,0,0,1
691,220,0.0,277.0,395.2901069518717,0,0,0,1
692,215,0.0,329.0,505.3943396226415,0,0,0,1
693,205,0.0,345.0,408.04664179104475,0,0,0,1
694,215,0.0,435.0,505.3943396226415,0,0,0,1
695,220,0.0,345.0,408.04664179104475,0,0,0,1
700,470,1.0,344.0,361.3519553072626,0,0,0,1
706,205,0.0,348.0,408.04664179104475,0,0,0,1
707,220,0.0,345.0,408.04664179104475,0,0,0,1
708,220,0.0,347.0,395.2901069518717,0,0,0,1
709,215,0.0,475.0,505.3943396226415,0,0,0,1
711,205,0.0,535.0,395.2901069518717,0,0,0,1
718,670,1.0,408.0,371.85,0,0,0,1
719,215,0.0,222.0,211.75057736720555,0,0,0,1
722,205,0.0,438.0,408.04664179104475,0,0,0,1
723,220,0.0,438.0,408.04664179104475,0,0,0,1
724,215,0.0,540.0,505.3943396226415,0,0,0,1
728,530,1.0,375.0,326.79487179487177,0,0,0,1
735,215,0.0,335.0,226.32091690544414,0,0,0,1
736,215,0.0,262.0,211.75057736720555,0,0,0,1
737,220,0.0,381.0,395.2901069518717,0,0,0,1
738,215,0.0,262.0,226.32091690544414,0,0,0,1
739,220,0.0,438.0,408.04664179104475,0,0,0,1
740,215,0.0,540.0,505.3943396226415,0,0,0,1
751,210,0.0,267.0,211.75057736720555,0,0,0,1
754,220,0.0,345.0,408.04664179104475,0,0,0,1
755,220,0.0,404.0,395.2901069518717,0,0,0,1
756,205,0.0,438.0,408.04664179104475,0,0,0,1
757,215,0.0,540.0,505.3943396226415,0,0,0,1
762,530,1.0,295.0,326.79487179487177,0,0,0,1
769,220,0.0,277.0,395.2901069518717,0,0,0,1
771,205,0.0,372.0,395.2901069518717,0,0,0,1
772,220,0.0,345.0,408.04664179104475,0,0,0,1
773,215,0.0,475.0,505.3943396226415,0,0,0,1
775,205,0.0,438.0,408.04664179104475,0,0,0,1
786,220,0.0,231.0,395.2901069518717,0,0,0,1
787,215,0.0,330.0,505.3943396226415,0,0,0,1
788,205,0.0,345.0,408.04664179104475,0,0,0,1
789,220,0.0,345.0,408.04664179104475,0,0,0,1
790,215,0.0,435.0,505.3943396226415,0,0,0,1
791,205,0.0,381.0,395.2901069518717,0,0,0,1
797,470,1.0,352.0,361.3519553072626,0,0,0,1
800,220,0.0,231.0,395.2901069518717,0,0,0,1
803,205,0.0,277.0,395.2901069518717,0,0,0,1
804,215,0.0,324.0,505.3943396226415,0,0,0,1
805,205,0.0,345.0,408.04664179104475,0,0,0,1
806,220,0.0,345.0,408.04664179104475,0,0,0,1
807,215,0.0,477.0,505.3943396226415,0,0,0,1
809,205,0.0,542.0,505.3943396226415,0,0,0,1
810,470,1.0,344.0,361.3519553072626,0,0,0,1
816,220,0.0,231.0,395.2901069518717,0,0,0,1
818,205,0.0,277.0,395.2901069518717,0,0,0,1
819,215,0.0,327.0,505.3943396226415,0,0,0,1
820,205,0.0,345.0,408.04664179104475,0,0,0,1
821,215,0.0,240.0,226.32091690544414,0,0,0,1
822,220,0.0,345.0,408.04664179104475,0,0,0,1
823,215,0.0,434.0,505.3943396226415,0,0,0,1
824,205,0.0,543.0,505.3943396226415,0,0,0,1
825,470,1.0,344.0,361.3519553072626,0,0,0,1
832,220,0.0,231.0,395.2901069518717,0,0,0,1
834,205,0.0,290.0,395.2901069518717,0,0,0,1
836,215,0.0,329.0,505.3943396226415,0,0,0,1
837,205,0.0,345.0,408.04664179104475,0,0,0,1
838,220,0.0,345.0,408.04664179104475,0,0,0,1
839,215,0.0,475.0,505.3943396226415,0,0,0,1
841,470,1.0,344.0,361.3519553072626,0,0,0,1
847,215,0.0,272.0,211.75057736720555,0,0,0,1
848,220,0.0,231.0,395.2901069518717,0,0,0,1
850,205,0.0,277.0,395.2901069518717,0,0,0,1
851,215,0.0,321.0,505.3943396226415,0,0,0,1
853,205,0.0,345.0,408.04664179104475,0,0,0,1
854,220,0.0,345.0,408.04664179104475,0,0,0,1
855,205,0.0,540.0,505.3943396226415,0,0,0,1
856,215,0.0,540.0,505.3943396226415,0,0,0,1
859,470,1.0,344.0,361.3519553072626,0,0,0,1
864,220,0.0,231.0,395.2901069518717,0,0,0,1
866,205,0.0,277.0,395.2901069518717,0,0,0,1
868,215,0.0,332.0,505.3943396226415,0,0,0,1
869,205,0.0,345.0,408.04664179104475,0,0,0,1
870,220,0.0,345.0,408.04664179104475,0,0,0,1
871,215,0.0,540.0,505.3943396226415,0,0,0,1
874,470,1.0,344.0,361.3519553072626,0,0,0,1
875,530,1.0,267.0,326.79487179487177,0,0,0,1
880,220,0.0,231.0,395.2901069518717,0,0,0,1
882,205,0.0,277.0,395.2901069518717,0,0,0,1
884,215,0.0,329.0,505.3943396226415,0,0,0,1
885,205,0.0,345.0,408.04664179104475,0,0,0,1
886,220,0.0,345.0,408.04664179104475,0,0,0,1
887,215,0.0,475.0,505.3943396226415,0,0,0,1
890,470,1.0,344.0,361.3519553072626,0,0,0,1
892,530,1.0,277.0,326.79487179487177,0,0,0,1
896,220,0.0,231.0,395.2901069518717,0,0,0,1
898,205,0.0,277.0,395.2901069518717,0,0,0,1
900,215,0.0,332.0,505.3943396226415,0,0,0,1
901,205,0.0,345.0,408.04664179104475,0,0,0,1
902,220,0.0,345.0,408.04664179104475,0,0,0,1
903,215,0.0,436.0,505.3943396226415,0,0,0,1
905,470,1.0,344.0,361.3519553072626,0,0,0,1
910,530,1.0,284.0,326.79487179487177,0,0,0,1
912,220,0.0,231.0,395.2901069518717,0,0,0,1
914,205,0.0,277.0,395.2901069518717,0,0,0,1
916,205,0.0,345.0,408.04664179104475,0,0,0,1
917,215,0.0,326.0,505.3943396226415,0,0,0,1
918,220,0.0,345.0,408.04664179104475,0,0,0,1
919,215,0.0,434.0,505.3943396226415,0,0,0,1
920,205,0.0,543.0,505.3943396226415,0,0,0,1
925,470,1.0,344.0,361.3519553072626,0,0,0,1
928,220,0.0,231.0,395.2901069518717,0,0,0,1
931,205,0.0,317.0,395.2901069518717,0,0,0,1
932,205,0.0,345.0,408.04664179104475,0,0,0,1
933,220,0.0,345.0,408.04664179104475,0,0,0,1
934,215,0.0,438.0,505.3943396226415,0,0,0,1
935,215,0.0,540.0,505.3943396226415,0,0,0,1
936,470,1.0,344.0,361.3519553072626,0,0,0,1
941,530,1.0,312.0,326.79487179487177,0,0,0,1
944,220,0.0,231.0,395.2901069518717,0,0,0,1
947,205,0.0,317.0,395.2901069518717,0,0,0,1
948,220,0.0,345.0,408.04664179104475,0,0,0,1
949,205,0.0,438.0,408.04664179104475,0,0,0,1
950,215,0.0,433.0,505.3943396226415,0,0,0,1
951,215,0.0,542.0,505.3943396226415,0,0,0,1
952,470,1.0,344.0,361.3519553072626,0,0,0,1
956,530,1.0,341.0,326.79487179487177,0,0,0,1
958,565,1.0,422.0,371.85,0,0,0,1
961,220,0.0,231.0,395.2901069518717,0,0,0,1
963,215,0.0,337.0,505.3943396226415,0,0,0,1
964,205,0.0,381.0,395.2901069518717,0,0,0,1
965,220,0.0,345.0,408.04664179104475,0,0,0,1
967,205,0.0,438.0,408.04664179104475,0,0,0,1
971,470,1.0,340.0,361.3519553072626,0,0,0,1
972,530,1.0,345.0,326.79487179487177,0,0,0,1
976,220,0.0,231.0,395.2901069518717,0,0,0,1
979,205,0.0,317.0,395.2901069518717,0,0,0,1
980,205,0.0,345.0,408.04664179104475,0,0,0,1
981,215,0.0,333.0,505.3943396226415,0,0,0,1
982,220,0.0,345.0,408.04664179104475,0,0,0,1
983,215,0.0,540.0,505.3943396226415,0,0,0,1
984,220,0.0,542.0,505.3943396226415,0,0,0,1
989,470,1.0,344.0,361.3519553072626,0,0,0,1
993,220,0.0,231.0,395.2901069518717,0,0,0,1
994,205,0.0,277.0,395.2901069518717,0,0,0,1
996,215,0.0,327.0,505.3943396226415,0,0,0,1
997,205,0.0,345.0,408.04664179104475,0,0,0,1
998,215,0.0,474.0,505.3943396226415,0,0,0,1
999,220,0.0,345.0,408.04664179104475,0,0,0,1
1000,205,0.0,539.0,505.3943396226415,0,0,0,1
1002,530,1.0,296.0,326.79487179487177,0,0,0,1
1005,470,1.0,344.0,361.3519553072626,0,0,0,1
1010,220,0.0,231.0,395.2901069518717,0,0,0,1
1011,205,0.0,277.0,395.2901069518717,0,0,0,1
1012,215,0.0,328.0,505.3943396226415,0,0,0,1
1013,215,0.0,431.0,505.3943396226415,0,0,0,1
1014,205,0.0,345.0,408.04664179104475,0,0,0,1
1015,205,0.0,539.0,505.3943396226415,0,0,0,1
1016,220,0.0,345.0,408.04664179104475,0,0,0,1
1019,470,1.0,340.0,361.3519553072626,0,0,0,1
1022,530,1.0,323.0,326.79487179487177,0,0,0,1
1026,220,0.0,231.0,395.2901069518717,0,0,0,1
1027,205,0.0,277.0,395.2901069518717,0,0,0,1
1028,215,0.0,324.0,505.3943396226415,0,0,0,1
1029,205,0.0,345.0,408.04664179104475,0,0,0,1
1030,215,0.0,538.0,505.3943396226415,0,0,0,1
1031,220,0.0,345.0,408.04664179104475,0,0,0,1
1032,205,0.0,538.0,505.3943396226415,0,0,0,1
1038,470,1.0,344.0,361.3519553072626,0,0,0,1
1041,205,0.0,277.0,395.2901069518717,0,0,0,1
1042,220,0.0,277.0,395.2901069518717,0,0,0,1
1044,205,0.0,345.0,408.04664179104475,0,0,0,1
1045,215,0.0,475.0,505.3943396226415,0,0,0,1
1046,215,0.0,541.0,505.3943396226415,0,0,0,1
1047,205,0.0,541.0,505.3943396226415,0,0,0,1
1048,220,0.0,345.0,408.04664179104475,0,0,0,1
1049,220,0.0,541.0,505.3943396226415,0,0,0,1
1054,530,1.0,343.0,326.79487179487177,0,0,0,1
1055,215,0.0,250.0,211.75057736720555,0,0,0,1
1056,205,0.0,286.0,395.2901069518717,0,0,0,1
1058,220,0.0,303.0,395.2901069518717,0,0,0,1
1060,205,0.0,385.0,408.04664179104475,0,0,0,1
1061,220,0.0,385.0,408.04664179104475,0,0,0,1
1062,205,0.0,543.0,505.3943396226415,0,0,0,1
1063,215,0.0,540.0,505.3943396226415,0,0,0,1
1064,220,0.0,543.0,505.3943396226415,0,0,0,1
1065,470,1.0,421.0,361.3519553072626,0,0,0,1
1066,530,1.0,343.0,326.79487179487177,0,0,0,1
1069,565,1.0,449.0,371.85,0,0,0,1
1073,220,0.0,231.0,395.2901069518717,0,0,0,1
1074,205,0.0,277.0,395.2901069518717,0,0,0,1
1076,215,0.0,326.0,505.3943396226415,0,0,0,1
1077,220,0.0,345.0,408.04664179104475,0,0,0,1
1078,215,0.0,538.0,505.3943396226415,0,0,0,1
1080,205,0.0,438.0,408.04664179104475,0,0,0,1
1082,220,0.0,538.0,505.3943396226415,0,0,0,1
1085,470,1.0,370.0,361.3519553072626,0,0,0,1
1086,670,1.0,448.0,371.85,0,0,0,1
1089,220,0.0,231.0,395.2901069518717,0,0,0,1
1090,205,0.0,277.0,395.2901069518717,0,0,0,1
1092,205,0.0,345.0,408.04664179104475,0,0,0,1
1093,215,0.0,329.0,505.3943396226415,0,0,0,1
1094,205,0.0,540.0,505.3943396226415,0,0,0,1
1095,215,0.0,540.0,505.3943396226415,0,0,0,1
1096,220,0.0,345.0,408.04664179104475,0,0,0,1
1098,220,0.0,540.0,505.3943396226415,0,0,0,1
1105,220,0.0,231.0,395.2901069518717,0,0,0,1
1106,205,0.0,277.0,395.2901069518717,0,0,0,1
1108,215,0.0,328.0,505.3943396226415,0,0,0,1
1109,215,0.0,431.0,505.3943396226415,0,0,0,1
1110,205,0.0,345.0,408.04664179104475,0,0,0,1
1111,220,0.0,345.0,408.04664179104475,0,0,0,1
1113,205,0.0,539.0,505.3943396226415,0,0,0,1
1114,220,0.0,539.0,505.3943396226415,0,0,0,1
1118,470,1.0,370.0,361.3519553072626,0,0,0,1
1120,220,0.0,231.0,395.2901069518717,0,0,0,1
1122,205,0.0,277.0,395.2901069518717,0,0,0,1
1124,215,0.0,332.0,505.3943396226415,0,0,0,1
1125,205,0.0,345.0,408.04664179104475,0,0,0,1
1126,220,0.0,345.0,408.04664179104475,0,0,0,1
1127,215,0.0,367.0,505.3943396226415,0,0,0,1
1128,205,0.0,541.0,505.3943396226415,0,0,0,1
1129,220,0.0,541.0,505.3943396226415,0,0,0,1
1131,470,1.0,361.0,361.3519553072626,0,0,0,1
1136,220,0.0,231.0,395.2901069518717,0,0,0,1
1138,205,0.0,277.0,395.2901069518717,0,0,0,1
1140,205,0.0,345.0,408.04664179104475,0,0,0,1
1141,215,0.0,328.0,505.3943396226415,0,0,0,1
1142,220,0.0,345.0,408.04664179104475,0,0,0,1
1143,215,0.0,431.0,505.3943396226415,0,0,0,1
1144,205,0.0,539.0,505.3943396226415,0,0,0,1
1145,220,0.0,539.0,505.3943396226415,0,0,0,1
1152,220,0.0,231.0,395.2901069518717,0,0,0,1
1154,205,0.0,277.0,395.2901069518717,0,0,0,1
1156,215,0.0,332.0,505.3943396226415,0,0,0,1
1157,205,0.0,345.0,408.04664179104475,0,0,0,1
1158,220,0.0,345.0,408.04664179104475,0,0,0,1
1159,215,0.0,433.0,505.3943396226415,0,0,0,1
1160,205,0.0,541.0,505.3943396226415,0,0,0,1
1161,220,0.0,541.0,505.3943396226415,0,0,0,1
1163,470,1.0,357.0,361.3519553072626,0,0,0,1
1168,220,0.0,231.0,395.2901069518717,0,0,0,1
1171,205,0.0,345.0,408.04664179104475,0,0,0,1
1172,215,0.0,348.0,505.3943396226415,0,0,0,1
1173,220,0.0,345.0,408.04664179104475,0,0,0,1
1174,205,0.0,448.0,395.2901069518717,0,0,0,1
1175,215,0.0,542.0,505.3943396226415,0,0,0,1
1176,220,0.0,542.0,505.3943396226415,0,0,0,1
1177,470,1.0,361.0,361.3519553072626,0,0,0,1
1179,530,1.0,393.0,326.79487179487177,0,0,0,1
1184,220,0.0,231.0,395.2901069518717,0,0,0,1
1187,205,0.0,345.0,408.04664179104475,0,0,0,1
1188,220,0.0,345.0,408.04664179104475,0,0,0,1
1189,205,0.0,404.0,395.2901069518717,0,0,0,1
1190,215,0.0,476.0,505.3943396226415,0,0,0,1
1192,215,0.0,540.0,505.3943396226415,0,0,0,1
1193,220,0.0,540.0,505.3943396226415,0,0,0,1
1200,220,0.0,231.0,395.2901069518717,0,0,0,1
1202,205,0.0,277.0,395.2901069518717,0,0,0,1
1204,205,0.0,345.0,408.04664179104475,0,0,0,1
1205,215,0.0,334.0,505.3943396226415,0,0,0,1
1206,220,0.0,345.0,408.04664179104475,0,0,0,1
1207,205,0.0,542.0,505.3943396226415,0,0,0,1
1208,215,0.0,542.0,505.3943396226415,0,0,0,1
1209,220,0.0,542.0,505.3943396226415,0,0,0,1
1216,220,0.0,231.0,395.2901069518717,0,0,0,1
1218,205,0.0,277.0,395.2901069518717,0,0,0,1
1220,215,0.0,323.0,505.3943396226415,0,0,0,1
1221,205,0.0,345.0,408.04664179104475,0,0,0,1
1222,220,0.0,345.0,408.04664179104475,0,0,0,1
1223,215,0.0,429.0,505.3943396226415,0,0,0,1
1224,205,0.0,537.0,505.3943396226415,0,0,0,1
1225,220,0.0,537.0,505.3943396226415,0,0,0,1
1229,470,1.0,361.0,361.3519553072626,0,0,0,1
1232,220,0.0,231.0,395.2901069518717,0,0,0,1
1234,205,0.0,277.0,395.2901069518717,0,0,0,1
1236,215,0.0,331.0,505.3943396226415,0,0,0,1
1237,205,0.0,345.0,408.04664179104475,0,0,0,1
1238,220,0.0,345.0,408.04664179104475,0,0,0,1
1239,215,0.0,432.0,505.3943396226415,0,0,0,1
1240,205,0.0,541.0,505.3943396226415,0,0,0,1
1241,220,0.0,541.0,505.3943396226415,0,0,0,1
1242,470,1.0,361.0,361.3519553072626,0,0,0,1
1246,530,1.0,405.0,326.79487179487177,0,0,0,1
1249,220,0.0,231.0,395.2901069518717,0,0,0,1
1250,205,0.0,277.0,395.2901069518717,0,0,0,1
1252,215,0.0,316.0,505.3943396226415,0,0,0,1
1253,205,0.0,345.0,408.04664179104475,0,0,0,1
1254,220,0.0,345.0,408.04664179104475,0,0,0,1
1255,215,0.0,426.0,505.3943396226415,0,0,0,1
1256,205,0.0,533.0,505.3943396226415,0,0,0,1
1257,220,0.0,533.0,505.3943396226415,0,0,0,1
1264,220,0.0,231.0,395.2901069518717,0,0,0,1
1266,205,0.0,277.0,395.2901069518717,0,0,0,1
1268,215,0.0,332.0,505.3943396226415,0,0,0,1
1269,205,0.0,345.0,408.04664179104475,0,0,0,1
1270,220,0.0,345.0,408.04664179104475,0,0,0,1
1271,215,0.0,475.0,505.3943396226415,0,0,0,1
1272,205,0.0,541.0,505.3943396226415,0,0,0,1
1273,220,0.0,541.0,505.3943396226415,0,0,0,1
1274,470,1.0,357.0,361.3519553072626,0,0,0,1
1281,220,0.0,231.0,395.2901069518717,0,0,0,1
1283,205,0.0,347.0,395.2901069518717,0,0,0,1
1284,215,0.0,332.0,505.3943396226415,0,0,0,1
1285,215,0.0,432.0,505.3943396226415,0,0,0,1
1286,205,0.0,345.0,408.04664179104475,0,0,0,1
1287,220,0.0,345.0,408.04664179104475,0,0,0,1
1290,220,0.0,541.0,505.3943396226415,0,0,0,1
1292,470,1.0,397.0,361.3519553072626,0,0,0,1
1293,530,1.0,380.0,326.79487179487177,0,0,0,1
1297,220,0.0,231.0,395.2901069518717,0,0,0,1
1299,205,0.0,364.0,395.2901069518717,0,0,0,1
1300,220,0.0,345.0,408.04664179104475,0,0,0,1
